UID,Name,Wins,Losses,Draws,NC,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
5ef94841c4bc3f86,Edgar Chairez,10,4,0,0,67.0,125.0,,Orthodox,1996-01-27,3.4,0.4,5.27,0.48,0.0,0.0,0.5,0.0
7342fcc41a4817fa,Ansar Chalangov,14,5,0,0,69.0,170.0,,Orthodox,1979-10-30,0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6
26b63bc5c0c1f65d,Alex Chambers,5,5,0,0,63.0,115.0,63.0,Southpaw,1978-10-25,2.97,0.54,5.1,0.5,2.31,0.41,0.53,1.0
4b93a88f3b1de35b,Michael Chandler,23,8,0,0,68.0,155.0,71.0,Orthodox,1986-04-24,4.89,0.46,4.58,0.46,2.17,0.38,0.71,0.9
af9efbfd63d39734,Chelsea Chandler,5,1,0,0,68.0,145.0,68.0,Southpaw,1990-11-23,8.94,0.54,2.82,0.55,0.0,0.0,0.66,0.0
8788beb528894f33,Donnie Chappell,0,1,0,0,71.0,178.0,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19ffeb5e3fffd6d5,Joe Charles,6,13,0,0,73.0,260.0,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32a4f1235f0dad73,Dan Charles,10,6,1,0,74.0,228.0,,,1985-09-24,2.82,0.45,3.51,0.44,0.0,0.0,0.31,0.0
b406da701c479076,Ernest Chavez,10,2,0,0,68.0,145.0,70.0,Orthodox,1983-06-27,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0
84e8920e59ff14a7,Emilio Chavez,12,9,0,0,69.0,145.0,,,,2.73,0.48,1.53,0.54,3.0,0.5,0.0,0.0
0de720c0f1d4ab9c,Danny Chavez,11,5,1,0,68.0,145.0,67.0,Orthodox,1987-03-14,2.86,0.38,3.83,0.5,1.95,0.6,0.87,0.0
9c5f7d5c6d084b35,Gabriel Checco,10,2,0,0,73.0,185.0,,Switch,1986-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8d7b24d276c8cb0,Albert Cheng,7,4,0,0,71.0,170.0,,Orthodox,1985-02-07,1.0,0.41,2.6,0.71,0.0,0.0,0.0,0.0
78a68f1dade6aaf7,Fabio Cherant,7,4,0,0,73.0,205.0,74.0,Southpaw,1994-11-25,1.35,0.4,4.89,0.38,0.0,0.0,0.0,0.0
c713a845360d604b,Ion Cherdivara,1,1,0,0,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79a193111e3bc99b,Mark Cherico,11,1,0,0,67.0,145.0,69.0,Orthodox,1986-05-12,3.69,0.34,7.37,0.56,5.03,0.5,0.0,0.0
9cdd2da1a9104a0b,Macy Chiasson,9,3,0,0,71.0,135.0,72.0,Orthodox,1991-07-27,3.64,0.44,2.61,0.46,2.17,0.34,0.64,0.3
c58f51dedb310998,Michael Chiesa,18,6,0,0,73.0,170.0,75.0,Southpaw,1987-12-07,1.88,0.41,1.67,0.54,3.39,0.54,0.6,1.0
9560ff14eb3129f7,Giga Chikadze,14,3,0,0,72.0,145.0,74.0,Orthodox,1988-08-25,4.05,0.42,3.35,0.62,0.26,0.33,0.69,0.3
767755fd74662dbf,Khamzat Chimaev,12,0,0,0,74.0,170.0,75.0,Orthodox,1994-05-01,7.3,0.59,3.98,0.41,3.98,0.57,1.0,3.5
9f7787e56a6bc0f4,Sako Chivitchian,8,1,0,0,71.0,155.0,,,1984-03-11,2.4,0.27,4.8,0.46,0.0,0.0,1.0,0.0
371a1c91b24dec2b,Mu Bae Choi,12,6,0,0,74.0,230.0,,Orthodox,1970-06-27,1.55,0.49,3.65,0.44,3.12,0.75,0.6,1.0
2c104b7e59a72629,Hong Man Choi,4,5,0,0,86.0,330.0,,Orthodox,1980-10-30,1.32,0.26,1.46,0.36,0.71,1.0,0.84,0.0
e93b04e308913c2e,Dooho Choi,14,4,1,0,70.0,145.0,70.0,Orthodox,1991-04-10,4.74,0.53,4.91,0.54,0.29,0.2,0.5,0.0
a68575214ecad140,SeungWoo Choi,10,6,0,0,72.0,145.0,74.0,Orthodox,1992-11-03,3.43,0.37,3.19,0.45,0.85,0.5,0.66,0.0
adccbc19b22e19af,SeungGuk Choi,7,2,0,0,66.0,125.0,64.0,Orthodox,1996-12-26,2.9,0.44,2.58,0.66,1.29,0.31,0.75,0.0
03c9994c5b8958ec,John Cholish,8,3,0,0,71.0,155.0,74.0,Orthodox,1983-12-17,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4
55a7b2d4e54ffac9,Ryo Chonan,22,13,0,0,69.0,170.0,70.0,Orthodox,1976-10-08,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3
e872e9a9a902c045,Katlyn Chookagian,18,5,0,0,69.0,125.0,68.0,Orthodox,1988-12-28,4.59,0.34,4.41,0.63,0.27,0.15,0.54,0.3
db5dc7cb80d7d418,Will Chope,34,13,0,0,76.0,145.0,,Switch,1990-09-08,4.43,0.27,9.93,0.46,0.0,0.0,0.0,0.0
2d447cc91bdaa545,Joachim Christensen,14,6,0,0,75.0,205.0,76.0,Orthodox,1978-11-07,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0
b369533a577fa97c,Dan Christison,20,7,0,0,80.0,265.0,,Orthodox,1972-04-26,4.23,0.51,3.88,0.54,0.0,0.0,0.37,1.1
4f11e9ce318ffbcb,Anthony Christodoulou,12,7,0,0,69.0,155.0,,Orthodox,1987-07-30,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0
d4a12dfa4067742f,Murad Chunkaiev,8,4,0,0,71.0,185.0,,Orthodox,,0.85,0.16,3.41,0.66,8.53,1.0,0.0,0.0
f197ce0cbe69996d,Cameron Church,4,1,0,0,71.0,155.0,72.0,Orthodox,1990-09-27,4.0,0.4,4.93,0.5,0.0,0.0,0.6,1.0
eaebaa6801338ea1,Steven Ciaccio,4,4,0,0,72.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51b0bb73a1da34bc,Mike Ciesnolevicz,19,4,0,1,72.0,235.0,,Orthodox,1979-10-28,0.51,0.5,4.62,0.57,0.0,0.0,0.2,5.1
2244d9a2b64b8c3b,Hannah Cifers,10,7,0,0,61.0,115.0,62.0,Orthodox,1992-06-26,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3
4e5bbc4566049cbf,Branko Cikatic,0,2,0,0,73.0,215.0,,Orthodox,1954-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3f3550bf126a5721,Nikolajus Cilkinas,2,6,0,0,,,,Orthodox,,0.0,0.0,5.88,0.16,0.0,0.0,0.0,0.0
67f272324a030d00,Misha Cirkunov,15,9,0,0,75.0,205.0,77.0,Orthodox,1987-02-27,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7
42611508ba8c3298,Johnny Cisneros,9,6,0,0,71.0,170.0,,,1980-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c2f2571b18791b6,Laverne Clark,27,21,1,0,71.0,170.0,,Orthodox,1973-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6776260cb0aef647,Logan Clark,18,6,0,0,74.0,185.0,,Orthodox,1985-02-16,2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1
69108cb8b32efe04,Mychal Clark,10,14,0,0,75.0,224.0,,Orthodox,,5.8,0.56,2.9,0.59,0.0,0.0,0.0,0.0
8a64b3f87ad29d1e,Dominic Clark,10,7,0,0,70.0,155.0,,,1985-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dd4c16777fb2ccf9,Heather Clark,7,6,0,0,66.0,115.0,64.0,Orthodox,1980-09-19,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3
cc7040fe76f0ef91,Devin Clark,14,8,0,0,72.0,205.0,75.0,Orthodox,1990-04-12,2.99,0.55,2.95,0.43,2.35,0.33,0.6,0.1
6c8072b61c276e67,Jessica-Rose Clark,11,9,0,1,65.0,135.0,64.0,Orthodox,1987-11-28,3.73,0.51,3.51,0.58,1.66,0.42,0.62,0.3
a77c71a574132188,John Clarke,1,1,0,0,,170.0,,,1977-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c76ec2bc3a57666a,Mitch Clarke,11,5,0,0,70.0,155.0,73.0,Orthodox,1985-11-24,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4
7d21de9c6d7c98b2,Rich Clementi,45,23,1,0,69.0,155.0,72.0,Southpaw,1976-03-31,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1
e5ecaf884b6da2bc,Chris Clements,12,6,0,1,70.0,170.0,70.0,Orthodox,1976-02-09,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3
8e32bfcff3ec1717,RJ Clifford,4,3,0,0,,160.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60098849c703e389,Mark Climaco,9,1,0,0,64.0,125.0,65.0,Southpaw,1997-11-06,6.2,0.61,4.27,0.6,6.0,0.35,0.0,0.0
48e96d9cea6d4ab0,Josh Clopton,6,2,1,0,66.0,145.0,,Orthodox,1981-07-11,1.6,0.64,2.87,0.5,2.0,0.66,0.75,0.0
3138fab619faf4d1,Brian Cobb,20,9,0,0,71.0,155.0,,Orthodox,,0.0,0.0,3.68,0.55,5.81,0.5,0.0,0.0
dc6d8256ee3dfba5,Darryl Cobb,6,8,0,0,69.0,185.0,,,1980-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6dbb1107de9a4a08,Dave Cochran,26,29,1,0,66.0,155.0,,,1973-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8fa7e0bc052185ce,Dakota Cochrane,29,12,0,0,68.0,155.0,,,1986-05-01,2.66,0.75,2.66,0.3,4.43,0.33,0.0,0.0
0b77a05bcbd2de74,Marloes Coenen,23,8,0,0,69.0,145.0,67.0,,1981-03-31,2.15,0.51,1.9,0.67,0.82,0.3,0.41,2.5
e90d9d0681270953,Marc Cofer,7,5,0,0,,185.0,,,1972-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8b260672a21d1fd6,John Cofer,8,4,0,0,69.0,155.0,,Southpaw,1984-04-29,2.73,0.41,3.43,0.62,1.22,0.5,0.64,0.0
a0c29b13f7a5df32,Chris Coggins,7,10,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbac0a413af64bbe,Felipe Colares,10,4,0,0,68.0,145.0,69.0,Orthodox,1994-03-31,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5
2eab7a6c8b0ed8cc,Wayne Cole,16,25,0,0,73.0,205.0,,Orthodox,,0.57,0.2,8.33,0.27,4.31,0.25,0.0,4.3
1174782eacde9b0c,Devin Cole,20,10,1,0,76.0,240.0,,Orthodox,1976-10-01,3.5,0.55,2.14,0.48,2.18,0.42,0.66,0.0
cecd72feb0d640e3,Coltin Cole,4,5,0,0,,185.0,,,1989-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987b80f57190d6d0,Ivan Cole,2,3,0,0,69.0,135.0,,,1990-11-30,2.68,0.36,4.69,0.46,0.0,0.0,0.0,0.0
5d8a9c95af50280a,Chandler Cole,10,3,0,0,,,,,1995-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21b8a0f5c231096f,Mark Coleman,16,10,0,0,73.0,205.0,75.0,Orthodox,1964-12-20,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8
ffb20ae0db47ebe6,Cortez Coleman,13,8,0,0,73.0,185.0,,,1982-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc900c6a71ed23f3,Clay Collard,14,7,0,1,71.0,145.0,73.0,Orthodox,1993-03-10,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5
6b64db453edf4c50,Jamie Colleen,4,1,0,0,63.0,115.0,65.0,Orthodox,1985-11-02,3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6
92fa1401b7927da3,Jake Collier,13,9,0,0,75.0,230.0,78.0,Orthodox,1988-10-25,5.81,0.43,5.01,0.5,0.79,0.33,0.67,0.5
9123c54d0a2b72dd,Christian Colombo,8,3,1,0,77.0,265.0,,Orthodox,1980-07-01,2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0
dfc7f0a2d91ad337,Willian Colorado,11,1,0,0,70.0,135.0,72.0,,1986-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a85998eb79650b2c,Wes Combs,20,6,0,0,74.0,205.0,,Orthodox,1973-06-18,2.14,0.48,4.73,0.45,0.0,0.0,0.0,0.0
f9f07bb5a43535ed,Carlos Condit,32,14,0,0,74.0,170.0,75.0,Orthodox,1984-04-26,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0
41e77dc504a192c6,Chris Condo,0,1,0,0,72.0,335.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235b31de15d0c6e,Montserrat Conejo,10,2,0,0,60.0,115.0,61.0,Southpaw,1993-02-03,1.16,0.37,2.44,0.51,3.85,0.8,0.0,1.9
2ebfbe72ed703925,Tristan Connelly,14,8,0,0,70.0,145.0,68.0,Orthodox,1985-12-12,3.31,0.51,2.96,0.5,0.33,0.14,0.6,0.3
d450769115a193c2,Marcos Conrado Jr.,5,1,0,0,74.0,220.0,,Orthodox,1982-03-14,1.6,0.34,9.69,0.35,1.84,0.14,0.0,0.0
18f5669a92e99d92,Jeremiah Constant,11,8,0,1,73.0,240.0,,Orthodox,1974-07-19,1.5,0.75,3.25,0.43,0.0,0.0,0.0,7.5
06d4eb8123087123,Jonathan Contrestano,6,0,0,0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c061eb6e29eaa0a,Bob Cook,5,0,0,0,69.0,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3ab0df1ddd5f1dc2,Mike Cook,13,13,0,0,73.0,205.0,,Orthodox,,1.72,0.49,2.4,0.46,1.03,0.33,0.55,2.1
e6daf9cdbf0da889,Chad Cook,10,12,0,0,74.0,205.0,,,1979-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fa238ecfd048f7d8,TJ Cook,13,5,0,0,,205.0,,,1982-09-08,2.3,0.47,3.18,0.54,1.01,0.5,0.0,0.0
5efaaf313b652dd7,Dewey Cooper,2,1,0,0,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88ffe9745e218dd8,Brett Cooper,23,12,0,0,72.0,170.0,,Orthodox,1987-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78bd6940d093fd33,Bill Cooper,2,1,0,0,,155.0,,,1984-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b51895e5572cfda,Bobby Cooper,12,7,0,0,73.0,155.0,,,,2.87,0.25,3.4,0.59,0.0,0.0,0.4,1.0
d4a31850a7457f1b,Amanda Cooper,3,5,0,0,63.0,115.0,64.0,Switch,1991-10-22,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8
ce47f49e5c386a9c,Kit Cope,6,7,0,0,72.0,170.0,,Orthodox,1977-03-17,1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5
8c8c92a12621d7e0,Chris Cope,8,4,0,0,72.0,170.0,72.0,Orthodox,1983-03-05,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0
3aa794cbe1e3484b,Josh Copeland,12,4,0,0,73.0,265.0,,Orthodox,1982-10-20,1.03,0.31,3.01,0.55,0.0,0.0,0.57,0.0
2b91eff985b532cd,Michael Cora,4,1,0,0,73.0,170.0,77.0,Southpaw,1989-08-24,0.8,0.28,0.13,0.66,0.0,0.0,0.25,0.0
3f52ce18fb98008f,Akira Corassani,12,6,0,1,68.0,145.0,68.0,Orthodox,1982-08-27,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0
1f9344211ca7fd60,Muhsin Corbbrey,17,9,0,0,70.0,155.0,,Orthodox,1978-05-18,2.02,0.34,5.41,0.53,0.0,0.0,0.8,0.4
d967f0128c323de6,Daniel Cormier,22,3,0,1,71.0,235.0,72.0,Orthodox,1979-03-20,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4
f2b3f4ef3f780168,Nora Cornolle,6,1,0,0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fe67cd6423f7a8ad,Clint Coronel,2,5,0,0,,155.0,,,,4.93,0.32,5.6,0.66,0.0,0.0,0.66,0.0
7cb0946d51b8cde7,Henry Corrales,13,3,0,0,69.0,145.0,,,,4.12,0.41,5.84,0.55,0.0,0.0,0.69,0.0
673ea7dcc786b1b3,Bethe Correia,11,6,1,0,65.0,135.0,64.0,Orthodox,1983-06-22,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0
4e9fb05d7e5e61b8,Wesley Correira,20,16,0,0,75.0,260.0,,Orthodox,1978-11-11,2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0
fc08099550072fe4,Waldo Cortes-Acosta,9,1,0,0,76.0,260.0,78.0,Orthodox,1991-10-03,7.09,0.51,4.03,0.53,0.0,0.0,0.6,0.0
68d4a891e5cf2029,Tracy Cortez,10,1,0,0,65.0,125.0,65.0,Orthodox,1993-12-10,3.56,0.54,2.32,0.59,2.8,0.48,0.71,0.4
1a7d44196949577c,Reyes Cortez,5,2,0,0,67.0,135.0,68.0,Orthodox,1992-07-31,3.13,0.39,5.2,0.59,2.0,0.2,0.0,0.0
1267b631db78665a,Chad Corvin,5,0,0,0,77.0,255.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afe8d5b39ff7fca2,Louis Cosce,7,2,0,0,69.0,170.0,71.0,Orthodox,1995-08-27,4.31,0.45,5.35,0.47,1.04,0.2,0.5,0.5
2c010b26a3306969,Orion Cosce,8,2,0,0,71.0,170.0,71.0,Switch,1994-07-15,2.77,0.53,4.02,0.44,1.92,0.4,0.61,0.0
d150c6fbdb7687f4,Miguel Cosio,1,13,0,0,76.0,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222d6b547de2e035,Jadson Costa,22,8,0,1,67.0,155.0,,Orthodox,,0.2,0.5,3.05,0.5,0.0,0.0,0.0,0.0
28877eddb1c0b967,Guilherme Costa,7,1,0,0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e5c2aa8e4ab9d82,Paulo Costa,14,2,0,0,73.0,185.0,72.0,Orthodox,1991-04-21,6.5,0.6,6.38,0.47,0.53,0.75,0.79,0.0
325ad0dd9126d3df,Randy Costa,6,4,0,0,69.0,135.0,73.0,Switch,1994-07-06,6.53,0.46,7.58,0.58,0.0,0.0,0.5,0.0
3fa97913cfd205d3,Alessandro Costa,13,3,0,0,64.0,125.0,67.0,Orthodox,1996-01-28,3.82,0.43,3.01,0.63,0.0,0.0,0.91,0.0
20bccc9bb4ceb23e,Melquizael Costa,19,6,0,0,70.0,145.0,71.0,Southpaw,1996-09-14,2.53,0.46,2.42,0.33,0.0,0.0,0.42,0.0
dd6ec6f941c3a414,Davi Costa,14,3,0,0,,125.0,,,1994-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f584a6e0b5b74604,Oscar Cota,11,3,0,1,72.0,230.0,72.0,Orthodox,1984-10-15,0.33,0.41,2.47,0.41,0.0,0.0,0.6,1.0
9fa3bd637edd9aa2,Patrick Cote,23,11,0,0,71.0,170.0,75.0,Orthodox,1980-02-29,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2
3ec1e4ba98c9c85a,JC Cottrell,17,5,0,0,69.0,155.0,,Orthodox,1989-11-04,0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0
8112c9a23dccc759,JR Coughran,4,1,0,0,66.0,145.0,,Orthodox,1994-05-17,12.29,0.57,6.8,0.45,0.0,0.0,0.75,0.0
d1528ac5675558b1,Rashad Coulter,9,4,0,0,71.0,205.0,76.0,Orthodox,1981-11-27,4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0
79ab17db3b40831a,Dave Courchaine,20,7,0,0,68.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0aa92558424ced9e,Randy Couture,19,11,0,0,73.0,205.0,75.0,Orthodox,1963-06-22,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5
84c43f0d25f15b0b,Kim Couture,3,8,0,0,68.0,135.0,,Orthodox,1975-12-18,12.12,0.8,2.31,0.69,0.0,0.0,0.0,0.0
46fd223e3ced39b3,Ryan Couture,11,5,0,0,70.0,155.0,73.0,Orthodox,1982-08-27,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3
400c7b43c86d27d3,Nikk Covert,3,4,0,0,68.0,185.0,,,1969-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dc9572dd6ec74859,Colby Covington,17,3,0,0,71.0,170.0,72.0,Orthodox,1988-02-22,4.1,0.39,3.05,0.55,4.05,0.45,0.72,0.2
3c26c420584d912d,Hailey Cowan,7,3,0,0,68.0,135.0,67.0,Southpaw,1992-02-12,2.97,0.42,3.17,0.34,1.5,0.33,0.8,0.0
c9bbf1a0285a8076,Jeff Cox,10,7,0,0,70.0,155.0,,Orthodox,1968-08-02,0.56,0.25,1.69,0.33,4.23,0.5,0.8,0.0
15ec018d144710db,Nathan Coy,15,7,0,0,70.0,170.0,69.0,Southpaw,1978-07-24,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0
8a70ceb3edbe757b,Andrew Craig,9,4,0,0,73.0,170.0,76.0,Orthodox,1986-01-15,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0
eabf206b162b3b83,Paul Craig,16,6,1,0,75.0,185.0,76.0,Orthodox,1987-11-27,2.44,0.46,2.88,0.47,1.81,0.2,0.5,1.7
480b702debcb5433,Dan Cramer,11,4,0,0,74.0,170.0,,Orthodox,1985-10-31,0.97,0.3,2.1,0.31,0.0,0.0,0.66,0.5
25433871e4eee0f4,Alberto Crane,15,5,0,0,65.0,155.0,,Orthodox,1976-07-14,0.43,0.25,2.61,0.57,0.0,0.0,0.5,4.0
89b8d1bf1ff09d1d,Tim Credeur,12,4,0,0,75.0,185.0,75.0,Orthodox,1977-07-09,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3
ed73c85164a5f5a4,Paul Creighton,3,1,0,0,66.0,155.0,,Southpaw,1970-06-04,0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0
a8c3ce469cb8b130,Helena Crevar,0,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15dedd05f8bcb475,Alexander Crispim,8,6,0,0,,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8944a0f9b2f0ce6d,Alex Crispin,0,1,0,0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35b3772629e27a49,Kevin Croom,21,15,0,1,71.0,135.0,73.0,Orthodox,1987-07-15,2.65,0.34,3.1,0.41,0.48,0.05,0.3,0.5
923767209632e08a,Ken Cross,11,3,0,0,72.0,155.0,72.0,Southpaw,1994-10-04,2.2,0.57,1.4,0.55,1.0,0.12,0.66,0.0
98601a40e9d96047,Jeff Crotty,1,1,0,0,,155.0,,,,0.93,0.35,3.33,0.54,5.0,0.38,0.0,1.0
a9d6e047ce48ab63,Allen Crowder,10,4,0,1,75.0,245.0,76.0,Orthodox,1989-11-08,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2
5f99b2bafb10305f,Daron Cruickshank,18,10,0,1,68.0,155.0,72.0,Switch,1985-06-11,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2
22ee260735da0d58,Richard Crunkilton,19,4,0,0,67.0,155.0,,Orthodox,1979-11-25,1.72,0.41,1.45,0.58,4.08,0.61,0.65,1.3
70e1f8a821b72c8b,Jimmy Crute,12,3,1,0,74.0,205.0,74.0,Orthodox,1996-03-04,3.67,0.55,3.04,0.45,5.19,0.64,0.6,2.3
6aa1cbc1466e9a0b,Marcio Cruz,8,3,0,0,76.0,232.0,,Orthodox,1978-04-24,2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6
10f3ba6cd2f44a97,Dominick Cruz,24,4,0,0,68.0,135.0,68.0,Orthodox,1985-03-09,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1
003d82fa384ca1d0,Aalon Cruz,8,4,0,0,72.0,145.0,78.0,Switch,1989-09-20,7.58,0.39,8.88,0.58,0.0,0.0,0.0,0.0
0e46690e55a8df75,Timothy Cuamba,6,1,0,0,,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683ea28a198936fe,Jay Cucciniello,8,1,0,0,67.0,155.0,,Orthodox,1986-07-23,0.93,0.21,4.73,0.36,0.0,0.0,0.71,0.0
3aeb69b4a13ff0e8,Emilio Cuellar,6,1,0,0,,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6751eacd16bd59bc,Josh Culibao,11,1,1,0,70.0,145.0,73.0,Orthodox,1994-05-24,2.96,0.43,3.13,0.59,0.0,0.0,0.82,0.5
e59b13321562eed3,Chris Culley,20,15,0,0,,145.0,,,1986-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2f8f3c69522db931,Abel Cullum,20,6,0,0,67.0,139.0,,Orthodox,1987-04-21,1.82,0.4,1.23,0.46,4.01,0.52,0.0,2.8
4ba8d454f762005d,Zak Cummings,25,7,0,0,72.0,205.0,75.0,Southpaw,1984-08-02,2.96,0.35,2.91,0.55,0.62,0.28,0.66,0.6
05e4be525cb3578c,Everett Cummings,12,0,0,0,,205.0,,,,0.43,0.6,4.34,0.45,0.0,0.0,0.0,2.2
e51e5cb722bd47a8,Patrick Cummins,10,7,0,0,74.0,205.0,76.0,Orthodox,1980-11-16,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1
93ce4ac89e3d7652,Luke Cummo,6,6,0,0,72.0,170.0,74.0,Orthodox,1980-04-27,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4
46a17755f80f63e8,Hugo Cunha,6,0,0,0,76.0,250.0,,,1993-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305bde44ff664788,Alton Cunningham,4,2,0,0,74.0,205.0,77.0,Orthodox,1993-06-24,3.33,0.75,4.94,0.2,1.67,0.1,1.0,0.0
d1053e55f00e53fe,AJ Cunningham,10,2,0,0,,145.0,,,1994-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8b765e320a8db39,Santo Curatolo,6,2,0,0,63.0,125.0,62.0,Southpaw,1995-01-18,1.4,0.39,6.07,0.34,2.0,0.33,1.0,0.0
46f11d15c0134fe3,Larry Cureton,0,2,0,0,74.0,240.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a8ea84cbe1655f0a,Jeff Curran,36,18,1,0,66.0,135.0,69.0,Orthodox,1977-09-02,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2
05b43e0ead3df345,Kailin Curran,4,5,0,0,64.0,115.0,65.0,Orthodox,1991-04-11,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6
d8291d0dd63da29c,Pat Curran,22,7,0,0,69.0,145.0,,,1987-08-31,4.7,0.58,4.4,0.63,2.5,0.62,0.66,0.0
5442f1bc4b47eaf3,Chris Curtis,30,10,0,1,70.0,185.0,75.0,Orthodox,1987-07-15,5.36,0.5,6.3,0.54,0.0,0.0,0.92,0.0
